Model,N,AICc,ΔAICc,BIC,ΔBIC,RSS
Exponential,1,42.55684912630995,18.19546396479831,40.832953705410716,23.25269271903088,12760.899792030643
Logistic,2,24.361385161511638,0.0,17.580260986379837,0.0,88.38612008798066
Gompertz,2,28.552546798869315,4.191161637357677,21.771422623737514,4.191161637357677,204.37310556625366
